id,question,A,B,C,D,E,answer,category,macro category
646,quale delle seguenti costituiscono le raccomandazioni previste da linee guida internazionali,eseguire mammografia a iniziare dall'età di 40 anni,eseguire colonscopia ogni 5 anni a iniziare dagli anni 50,misurare la colesterolemia totale all'età di 35 anni,fare screening oftalmologico annuale a partire dall'età di 50 anni,misurare a tutti la pressione arteriosa una volta l'anno,E,Area Clinica 2016,medicina interna
647,nell'ali (acute lung injury) il rapporto pao2/fio2 (concentrazione di o2 nell'aria inspirata) è:,inferiore a 100,tra 100 e 150,tra 150 e 200,inferiore a 200,tra 200 e 300,E,Area Clinica 2016,medicina interna
659,da alcuni mesi salvatore lamenta dispnea per sforzi in precedenza ben tollerati (brevi rampi di scale) ; da qualche settimana si sveglia spesso di notte con la sensazione di mancanza d'aria. da qualche tempo dorme con due grossi cuscini. a quale delle seguenti sindromi corrisponde il il quadro clinico descritto?,insufficienza ventricolare sinistra,scompenso cardiaco destro,crisi di panico,asma bronchiale,insufficienza coronarica,A,Area Clinica 2016,medicina interna
672,pe eritema si intende:,arrossamento della cute che scompare alla pressione digitale,arrossamento della cute che non scompare alla pressione digitale,arrossamento della cute con vescicole,una rilevatezza della cute circoscritta con edema,arrossamento della cute con prurito intenso,A,Area Clinica 2016,medicina interna
720,"un uomo di 30 anni si presenta al pronto soccorso con segni e sintomi compatibili con astinenza da eroina o altro oppioide. presenta tutti i seguenti sintomi/segni, tranne:",diarrea,dolore muscolare,miosi,ipertermia,rinorrea,C,Area Clinica 2016,medicina interna
739,"un giovane di 21 anni lamenta cefalea, polidipsia e poliuria : ha una ipopotassiemia ed elevati valori di renina plasmatica. la tac addominale dimostra la presenza di una massa di 2 cm adiacente o coinvolgente il polo superiore del rene destro; il sinistro è normale. la diagnosi più probabile è:",tumore delle cellule iuxtaglomerulari,carcinoma della corteccia surrenalica,feocromocitoma,aldosteronoma,carcinoma a cellula chiare,B,Area Clinica 2016,medicina interna
764,in assenza di un accesso venoso durante l'arresto cardiaco l'adrenalina va somministrata per via,intracardiaca,endotracheale,intramuscolare,intradermica,sottocutanea,B,Area Clinica 2016,medicina interna
810,nell'ipealdosteronismo all'iposodiemia si associa:,ipocalciemia,ipokaliemia,ipekaliemia,ipercalciemia,nessuna delle altre risposte,C,Area Clinica 2016,medicina interna
822,"uomo di 55 anni, obeso e iperteso con valori pressori non ben controllati dalla terapia medica; quali esami di accertamento diagnostico eseguiresti in prima battuta?",ecografia dell'addome,polisonnografia dinamica,monitoraggio pressorio delle 24 ore,"solo ""a"" e ""c""",tutti,E,Area Clinica 2016,medicina interna
850,l'appropriatezza clinica è:,la misura in cui un particolare intervento è sia efficace sia indicato per la persona che lo riceve,la misura delle giornate di degenza o dei livelli di effettuazione,il tempo dedicato per una prestazione,tutte le altre risposte indicate,nessuna delle risposte indicate,A,Area Clinica 2016,medicina interna
1113,tra le radiazioni elettromagnetiche quelle dalla cui esposizione derivano maggiori rischi sono :,le radiazioni ultraviolette,i raggi gamma,i raggi x,le radiazione infrarosse,i raggi laser,C,Area Clinica 2016,medicina legale e sanità pubblica
1291,la paralisi periodica è caratterizzata da livelli intermittentemente:,elevati di fosfatasi acida,bassi di potassiemia,bassi di creatininemia,elevati di fosforemia,elevati di aminoacidemia,B,Area Clinica 2016,medicina specialistica
1356,qual'e' la localizzazione piu' frequente di una lesione luetica primaria nella donna?,superficie interna grandi labbra,orificio anale,portio,parete vaginale posteriore,superficie mediale coscia,A,Area Clinica 2016,medicina specialistica
1361,quale delle seguenti lesioni elementari si possono osservare nella scabbia umana?,comedoni,noduli,chiazze vitiliginoidee,porpora,scutuli,B,Area Clinica 2016,medicina specialistica
1624,soffio sistolico di rigurgito si rileva nella:,stenosi polmonare,insufficienza mitralica,insufficienza polmonare,stenosi aortica,stenosi tricuspidale,B,Area Clinica 2016,medicina specialistica
1634,l'insufficienza ventricolare destra è secondaria a quale delle seguenti?,stenosi dell'istmo dell'aorta,insufficienza valvolare aortica,stenosi valvolare aortica,sarcoidosi polmonare cronica,ipertensione arteriosa grave,D,Area Clinica 2016,medicina specialistica
1642,"nella caratterizzazione anatomo-patologica del morbo di crohn, quale tra le seguenti non e' una delle caratteristiche osservabili?",infiltrato granulocitario a livello dell'epitelio,cripte coliche irregolari e ramificate,ulcerazioni,infiammazione isolata dello strato epiteliale,granulomi non necrotizzanti,E,Area Clinica 2016,medicina specialistica
1663,"nella fisiopatologia degli eventi tromboembolici, viene considerata la cosiddetta ""triade di virchow"". quale tra i seguenti fattori ne fa parte?",riduzione delle resistenze periferiche,alterazione della pressione sistolica,riduzione del calibro vasale,aumento delle vldl,alterazione della parete vasale,E,Area Clinica 2016,medicina specialistica
1680,"osvaldo, anni 52-enne, ha una storia di diarrea e calo ponderale che si può far riferire a due anni prima. non c'è storia di sanguinamento gastroenterico ed una ricerca di sangue occulto fecale è risultata negativa su tre campioni. ammette di averci dato dentro con l'alcol in passato, ma da diversi anni è assolutamente astinente. ha un diabete, controllato con insulina. sei anni prima è stato colecistectomizzato. gli esami di laboratorio sono normali, se si fa eccezione per una lieve anemia, così come normali sono lo studio radiologico del piccolo e del grosso intestino. a questo punto, suggerireste:",ercp (colangiopancreatolografia retrograda per via endoscopica),biopsia digiunale,dosaggio dei grassi fecali,breath test per disaccaridi,colonscopia più biopsia,C,Area Clinica 2016,medicina specialistica
1732,il virus delta è un virus difettivo che per replicarsi ha bisogno di:,citomegalovirus,virus epatite b,virus epatite a,epstein-barr virus,epatite g,B,Area Clinica 2016,medicina specialistica
1734,l'emorragia da varici esofagee è una complicazione:,dell'ipertensione arteriosa,dell'ipertensione portale,dell'insufficienza cardiaca destra,della cachessia neoplastica,dell'insufficienza epatica,B,Area Clinica 2016,medicina specialistica
1744,nelle urine non si riscontra mai bilirubina indiretta perchè:,essa non è idrosolubile,il suo peso molecolare non ne consente la filtrazione glomerulare,essa è completamente riassorbita a livello tubulare,essa a contatto con l'aria subito si ossida,attivamente eliminata dal rene,A,Area Clinica 2016,medicina specialistica
1768,la sindrome di gilbert è caratterizzata da:,iperbilirubinemia indiretta a digiuno,iperbilirubinemia diretta a digiuno,ipertransaminasemia asintomatica,subittero e iperbilirubinemia diretta a digiuno,subittero e iperbilirubinemia indiretta a digiuno,A,Area Clinica 2016,medicina specialistica
1791,qual è la definizione di empiema pleurico?,raccolta di linfa nello spazio pleurico,raccolta di coaguli nello spazio pleurico in esiti di pneumonectomia,raccolta di materiale purulento nello spazio pleurico,raccolta di aria e sangue nello spazio pleurico,raccolta di siero nello spazio pleurico,C,Area Clinica 2016,medicina specialistica
2204,"nell'artrite reumatoide, oltre alle articolazioni, quale organo, tra quelli indicati, non è generalmente coinvolto ?",cute,polmoni,cuore,sistema nervoso,fegato,E,Area Clinica 2016,medicina specialistica
2207,"la lombalgia o la dorsalgia notturna, che sveglia il paziente verso le ultime ore della notte, indirizza verso la diagnosi di:",scoliosi,osteoartrosi,spondilolistesi,spondilite anchilosante,artrite reumatoide,D,Area Clinica 2016,medicina specialistica
2258,l'alterazione oculare caratteristica della s. di sjogren è:,la cataratta,l'aumento della pressione endoculare,l'atrofia del nervo ottico,la cheratocongiuntivite secca,la iridociclite,D,Area Clinica 2016,medicina specialistica
2288,nel trattamento di un paziente diabetico sottoposto a intervento di chirurgia maggiore è importante:,non dare glucosio endovena,regolare la richiesta di insulina nel post-operatorio in base ai valori di glicemia e glicosuria,somministrare l'abituale dose insulinica,somministrare lattato m/6,tenerlo a digiuno per 3 giorni prima dell'intervento,B,Area Clinica 2016,medicina specialistica
2299,che cosa esprime la precisione di un dosaggio ormonale?,la concentrazione minima misurabile di un dato ormone,la capacità di un anticorpo di legarsi ad una data molecola,la riproducibilità nel riscontro dei valori di uno stesso campione ripetuto 10 volte,la differenza tra la concentrazione dell'ormone rilevata dal dosaggio e quella realmente presente,l'attendibilità clinica,C,Area Clinica 2016,medicina specialistica
2352,la pancreatite acuta può presentarsi in corso di:,ipercolesterolemia,ipertrigliceridemia,iperchilomicronemia,forma combinata,iper-hdl,C,Area Clinica 2016,medicina specialistica
2381,nel linfoma di hodgkin:,la prognosi è infausta nella maggior parte dei casi,le cellule neoplastiche sono numerose e derivano da precursori linfoidi t,la diagnosi deve sempre basarsi su un riscontro istologico,le indagini di stadiazione sono poco rilevanti,il mediastino è sempre coinvolto,C,Area Clinica 2016,medicina specialistica
2382,patogenesi dell'anemia nel kwasharkior:,carenza di rame,carenza di ferro,carenza di proteine,sanguinamenti ripetuti,sostituzione midollare da invasione metastatica,C,Area Clinica 2016,medicina specialistica
2388,i corpi di aurer si trovano caratteristicamente:,nei linfoblasti,nei mielociti,nei mieloblasti,negli eritroblasti,nei linfociti,C,Area Clinica 2016,medicina specialistica
2393,le cellule capellute hanno caratteristiche di:,linfociti t,linfociti b,basofili,monociti,granulociti,B,Area Clinica 2016,medicina specialistica
2399,il controllo della terapia eparinica va fatto con:,valutazione della piastrinemia,tempo di emorragia,prova del laccio,tempo di tromboplastina parziale,dosaggio del fibrinogeno,D,Area Clinica 2016,medicina specialistica
2424,la resistenza globulare è aumentata nella:,anemia perniciosa,anemia ipocromica sideropenica,microcitemia,sarcoidosi,sferocitosi ereditaria,C,Area Clinica 2016,medicina specialistica
2434,"un paziente con deficit di glucosio-6- fosfato deidrogenasi (g-6-pd) deve evitare tutto ciò che segue, tranne:",cefalotina,chinina,clorochina,fave,sulfamidici,A,Area Clinica 2016,medicina specialistica
2446,"le seguenti manifestazioni cliniche di un'anemia da carenza di vit.b12 sono tutte reversibili con la somministrazione della vit b12, eccetto:",danno del midollo spinale,anemia,neutropenia,neuropatia periferica,trombocitopenia,A,Area Clinica 2016,medicina specialistica
2459,quale delle seguenti condizioni non si associa ad un prolungamento del tempo di emorragia:,uremia,piastrinopenia grave,mieloma multiplo,emofilia,malattia di von willebrand,D,Area Clinica 2016,medicina specialistica
2461,la splenomegalia è di frequente riscontro alla diagnosi in corso di:,mieloma multiplo,micosi fungoide,anemia aplastica,leucemia mieloide cronica,emofilia,D,Area Clinica 2016,medicina specialistica
2708,quale delle seguenti cndizioni non è associata con abnormi livelli materni di alfa-fetoprotein?,malattia epatica materna,gravidanza multipla,morte fetale intrauterina,nefrosi congenita fetale,idrocefalo fetale,E,Area Clinica 2016,ostetricia e ginecologia
2710,quale dei seguenti valori fisiologici o di laboratorio non diminuisce nel secondo trimestre di una gravidanza normale?,frequenza cardiaca,ematocrito,velocità di eritrosedimentazione,sodiemia,volume respiratorio minuto,B,Area Clinica 2016,ostetricia e ginecologia
2717,quale delle seguenti non è caratteristico dell'iperemesi di gravidanza?,ipokalemia,perdita di peso,chetonemia,nausea e vomito,acidosi metabolica,E,Area Clinica 2016,ostetricia e ginecologia
2786,"tutti i seguenti valori fisiologici o di laboratorio subiscono variazioni nel secondo trimestre di una gravidanza normale, tranne:",frequenza cardiaca,ematocrito,velocita di eritrosedimentazione,sodiemia,volume respiratorio minuto,D,Area Clinica 2016,ostetricia e ginecologia
2900,quale delle seguenti è caratteristico di un soffio innocente all'ascoltazione?,è protomesosistolico,è continuo,è mesotelesistolico,è diastolico in posizione supina,è presente solo dopo sforzo fisico,A,Area Clinica 2016,pediatria
2934,quale dei seguenti non si verifica in una anemia da carena di vitamin b12?,eritrociti diminuiti,hb diminuita,neutrofili polisegmentati,valore globulare diminuito,reticolociti aumentati,D,Area Clinica 2016,pediatria
2991,"l'emocromo di un paziene mostra un basso volume corpuscolare, ed una bassa conta dei reticolociti. quale delleseguenti diagnosi è la più probabile?",talassemia major,anemia sideropenica,anemia da malattia cronica,trait talassemico,anemia da carenza di acido folico,B,Area Clinica 2016,pediatria
3089,che cosa è la malattia celiaca?,un intolleranza permanente al glutine,un'intolleranza transitoria al glutine,un'ipersensibilità al glutine,un'intolleranza secondaria al glutine,un'intolleranza permanente al riso,A,Area Clinica 2016,pediatria
3090,a quale età si pratica la vaccinazione anti-papillomavirus?,nel 6° anno di vita,nel 12° anno di vita,nell'8° anno di vita,alla nascita,nel 10° anno di vita,A,Area Clinica 2016,pediatria
3091,quale sierotipo di meningococco non è ancora presente nei vaccini in commercio?,c,a,w-135,y,b,E,Area Clinica 2016,pediatria
3097,quando un neonato si definisce di peso estremamente basso (elbw?),al di sotto di 2500 grammi,al di sotto di 2000 grammi,al di sotto di 1500 grammi,al di sotto di 1000 grammi,al di sotto di 500 grammi,D,Area Clinica 2016,pediatria
3098,quali sono le vaccinazioni ancora obbligatorie?,"polio, difterite, tetano, epatite b","polio,pertosse,tetano, epatite b","polio, difterite, morbillo, epatite b","polio, difterite, tetano, parotite","polio, difterite, rosolia, epatite b",A,Area Clinica 2016,pediatria
3112,"un ragazzo di 14 mesi presenta eczema grave, una storia di otiti ricorrenti ed infezioni dei seni e trombocitopenia. quale delle seguenti e' la modalita' ereditaria di questa patologia?",legata al cromosoma x,autosomica dominante,autosomica recessiva,mutazione random (casuale),multifattoriale,B,Area Clinica 2016,pediatria
3119,"una ragazza di 12 anni sviluppa ittero, tremori progressivi e labilita' emotiva. quale delle seguenti piu' probabilmente potresti trovare nel corso dell'esame obiettivo?",circonferenza cranica maggiore del 95mo percentile,discolorazione marrone della regione limbica della cornea,sordita' di trasmissione bilaterale,linfoadenopatia generalizzata,un ciuffo di capelli e fovea sacrale,B,Area Clinica 2016,pediatria
3137,quale delle seguenti dichiarazioni riguardanti le masse del collo in un bambino è falsa?,può essere dovuta ad anomalie tiroidee,"se la massa si alza con la protrusione della lingua, potrebbe rappresentare una cisti del dotto tireoglosso",se si trova nella linea mediana è difficile che rappresenti una cisti da schisi branchiale,può essere dovuta ad una linfoadenite,ha una più alta possibilità di essere maligna rispetto ad una massa del collo in un adulto,D,Area Clinica 2016,pediatria
3148,a che età dovrebbe essere eseguito l test ti guthrie?,al momento della nascita,a 7 giorni,a 14 giorni,a 2 mesi,a 3 mesi,B,Area Clinica 2016,pediatria
3171,"una ragazza di 4 anni presenta pallore, irritabilità, distensione addominale e diarrea grassa. l'esame ematico mostra sia un'anemia macrocitica che microcitica. quale delle seguenti sarebbe l'indagine prossima più utile?",esame del sudore,radiografia dell'addome,breath test,anticorpi antiendomisio,ecografia addominale,D,Area Clinica 2016,pediatria
3221,nella stadiazione locale del tumore del polmone qual e' l'indagine radiologica piu' indicata?,scintigrafia polmonare,tc torace senza mezzo di contrasto,broncoscopia,rx torace,tc torace con mezzo di contrasto,E,Area Clinica 2016,radiologia e diagnostica
3229,paziente con metastasi osteo-addensanti. quale indagine permette una migliore valutazione della estensione della malattia scheletrica?,tc senza mezzo di contrasto total body,tc con mezzo di contrasto total body,scintigrafia ossea scheletrica,rm rachide lombosacrale,moc (mineralometria ossea computerizzata),C,Area Clinica 2016,radiologia e diagnostica
3233,"nel paziente con colica renale acuta, qual e' l'indagine di primo livello?",pielo-rm,uro-rm,ecografia renale e vie urinarie,uro-tc,urografia,C,Area Clinica 2016,radiologia e diagnostica
3237,nel sospetto di malattia infiammatoria cronica intestinale qual e' l'indagine strumentale che consente di poter effettuare una diagnosi di certezza?,entero-rm,rx apparato digerente,entero-tc,colonsigmoidoscopia,ecografia con mdc orale,D,Area Clinica 2016,radiologia e diagnostica
3238,"nel sospetto clinico di embolia polmonare, qual e' l'esame strumentale che consente una diagnosi di certezza?",rx torace,tc torace smdc,angio-tc torace,ecografia trans-esofagea,ecocardiografia,C,Area Clinica 2016,radiologia e diagnostica
3246,la colangio- rm:,richiede l'uso del mezzo di contrasto,non necessita di norma dell'uso del mezzo di contrasto,necessita la cateterizzazione delle vie biliari,presenta rischi di radiazioni x,necessita di anestesia generale,B,Area Clinica 2016,radiologia e diagnostica
3265,l'approccio diagnostico ad un paziente con ematemesi dovrebbe essere eseguito con:,rx apparato digerente con doppio mezzo di contrasto,rx apparato digerente con mezzo di contrasto idrosolubile,rx dell'addome a vuoto,ecografia dell'addome superiore,endoscopia,E,Area Clinica 2016,radiologia e diagnostica
3288,i vantaggi della rm:,e' un esame monoparametrico,la pluriplanarietà,i bassi costi,i ridotti tempi di esame,non esistono controindicazioni assolute,B,Area Clinica 2016,radiologia e diagnostica
3300,lo studio elettivo dei menischi si avvale di:,solo rx standard,ecografia,scintigrafia,rx standard + stratigrafia,risonanza magnetica,E,Area Clinica 2016,radiologia e diagnostica
3315,il broncogramma aereo e',un segno patognomonico della malattia delle membrane ialine,un reperto normale del torace,"la visualizzazione dell'albero bronchiale fino alle sue diramazioni periferiche, disegnate dal contenuto di aria che risalta nel contesto del parenchima polmonare patologicamente piu' opaco",una broncopatia con doppio contrasto,il disegno bronchiale nelle bronchiectasie,C,Area Clinica 2016,radiologia e diagnostica
3377,"tutte le seguenti condizioni d'anno un'immagine di ""minus"" in una radiografia dello stomaco con mezzo maritato, tranne:",cancro gastrico vegetante,polipo gastrico,lipoma gastrico,tricofitobezooar,gastrite cronica,E,Area Clinica 2016,radiologia e diagnostica
3393,quali sono le principali controindicazioni all'esecuzione di un esame rm?,presenza di pacemaker e di apparecchi di monitoraggio e di supporto per pazienti in terapia intensiva,presenza di frammenti ferrometallici a livello corneale,pazienti con clips vascolari postchirugiche non paramagnatiche,pazienti con protesi valvolari cardiache metalliche non paramagnetiche,tutte le risposte sono esatte,E,Area Clinica 2016,radiologia e diagnostica
131,"di fronte a una paziente con stillicidio ematico del capezzolo, qual è l'esame di prima scelta che è più indicato eseguire:",ecografia mammaria,duttogalattografia,mammografia,agoaspirato della lesione palpabile,tac,B,Area Clinica 2018,chirurgia generale
270,"in caso di emorragia postoperatoria di una tiroidectomia, l'ematoma conseguente si espande al di dietro dei muscoli lunghi del collo e puo' deformare la trachea e minacciare la pervieta' delle vie respiratorie sia per compressione che per edema laringeo. in assenza di evidenti segni di asfissia, qual e' il procedimento da attuare?",non fare alcunche' ed osservare l'evoluzione,portare tempestivamente il paziente in sala operatoria per esplorare la loggia tiroidea e procedere ad una corretta emostasi,mettere i drenaggi in aspirazione,procedere immediatamente ad una tracheotomia al letto del paziente,far saltare i punti della ferita chirurgica al letto del paziente,B,Area Clinica 2018,chirurgia generale
311,qual e' la percentuale di tumori della mammella sovra-diagnosticati (in altre parole: la percentuale di tumori scoperti allo screening che non avrebbero mai dato luogo a sintomatologia clinica)?,31%,21%,11%,1%,5%,A,Area Clinica 2018,chirurgia generale
1279,la paralisi periodica familiare può essere causata da tutte le seguenti situazioni eccetto una. quale?,sindrome di andersen tawil,tireotossicosi,ipokaliemia,iperkaliemia,iperomocisteinemia,E,Area Clinica 2018,medicina specialistica
1344,quale è la localizzazione piu' frequente di una lesione luetica primaria nella donna?,superficie interna grandi labbra,orificio anale,portio,parete vaginale posteriore,superficie mediale coscia,A,Area Clinica 2018,medicina specialistica
1611,in quale delle seguenti condizioni è presente un soffio da rigurgito?,stenosi polmonare,insufficienza mitralica,insufficienza polmonare,stenosi aortica,stenosi tricuspidale,B,Area Clinica 2018,medicina specialistica
1649,"quali sono gli elementi caratterizzanti la cosiddetta ""triade di virchow"" ?","riduzione delle resistenze periferiche, aumento della pressione arteriosa, ipercolesterolemia","alterazione della pressione sistemica, riduzione del calibro vasale, aumento pressione arteriosa","riduzione del calibro vasale, ipercoagulabilità, riduzione resistenze periferiche","aumento delle vldl, ipercoagulabilità","ipercoagulabilità, stasi ematica, lesioni dell'endotelio della parete del vaso sanguigno",E,Area Clinica 2018,medicina specialistica
1718,il virus delta è un virus difettivo che per replicarsi ha bisogno della contemporanea presenza di un altro virus. quale ?,citomegalovirus,virus epatite b,virus epatite a,epstein-barr virus,virus epatite g,B,Area Clinica 2018,medicina specialistica
1720,l'emorragia da varici esofagee è la principale complicanza di una delle seguenti patologie. quale?,ipertensione arteriosa,ipertensione portale,insufficienza cardiaca destra,cachessia neoplastica,ernia iatale severa,B,Area Clinica 2018,medicina specialistica
1730,per quale motivo non si riscontra mai bilirubina indiretta nelle urine ?,perché non è idrosolubile,perché il suo peso molecolare non ne consente la filtrazione glomerulare,perché è completamente riassorbita a livello tubulare,perché a contatto con l'aria subito si ossida,perché viene attivamente eliminata dal rene,A,Area Clinica 2018,medicina specialistica
1776,indicare la corretta definizione di empiema pleurico.,raccolta di linfa nello spazio pleurico,raccolta di coaguli nello spazio pleurico in esiti di pneumonectomia,raccolta di materiale purulento nello spazio pleurico,raccolta di aria e sangue nello spazio pleurico,raccolta di siero nello spazio pleurico,C,Area Clinica 2018,medicina specialistica
2272,nel caso di un paziente diabetico sottoposto a intervento di chirurgia maggiore quale dei seguenti comportamenti è corretto ?,non somministrare glucosio endovena,regolare la richiesta di insulina nel post-operatorio in base ai valori di glicemia e glicosuria,somministrare l'abituale dose insulinica,somministrare lattato m/6,tenerlo a digiuno per 3 giorni prima dell'intervento,B,Area Clinica 2018,medicina specialistica
2364,la sindrome nota come kwashiorkor è caratterizzata principalmente da :,febbre remittente,linfoadenopatie diffuse,carenza di proteine,sanguinamenti ripetuti,sostituzione midollare da invasione metastatica,C,Area Clinica 2018,medicina specialistica
2370,i corpi di auer si trovano caratteristicamente:,nei linfoblasti,nei mielociti,nei mieloblasti,negli eritroblasti,nei linfociti,C,Area Clinica 2018,medicina specialistica
2375,la leucemia a cellule capellute è causata dalla trasformazione tumorale dei:,linfociti t,linfociti b,basofili,monociti,granulociti,B,Area Clinica 2018,medicina specialistica
2406,in quale delle seguenti situazioni vi è un aumento delle resistenze osmotiche globulari?,anemia perniciosa,ellissocitosi,anemia falciforme,sarcoidosi,sferocitosi ereditaria,C,Area Clinica 2018,medicina specialistica
2416,un paziente con deficit di glucosio-6- fosfato deidrogenasi (g-6-pd) deve evitare l'assunzione delle seguenti sostanze eccetto:,cefalotina,chinina,clorochina,fave,sulfamidici,A,Area Clinica 2018,medicina specialistica
3192,nella stadiazione locale del tumore del polmone quale è l'indagine radiologica piu' indicata?,scintigrafia polmonare,tc torace senza mezzo di contrasto,broncoscopia,rx torace,tc torace con mezzo di contrasto,E,Area Clinica 2018,radiologia e diagnostica
3200,quale indagine permette una migliore valutazione della estensione della malattia scheletrica in caso di metastasi ossee osteo addensanti?,tc senza mezzo di contrasto total body,tc con mezzo di contrasto total body,scintigrafia ossea scheletrica,rm rachide lombosacrale,moc (mineralometria ossea computerizzata),C,Area Clinica 2018,radiologia e diagnostica
3204,quale indagine viene considerata di primo livello in un paziente con colica renale acuta ?,pielo-rm,uro-rm,ecografia renale e vie urinarie,uro-tc,urografia,C,Area Clinica 2018,radiologia e diagnostica
3208,nel sospetto di malattia infiammatoria cronica intestinale qual e' l'indagine strumentale che consente di poter effettuare una diagnosi?,entero-rm,rx apparato digerente,entero-tc,pancolonscopia,ecografia con mdc orale,D,Area Clinica 2018,radiologia e diagnostica
3209,quale dei seguenti esami strumentali permette di porre diagnosi di embolia polmonare ?,rx torace,tc torace smdc,angio-tc torace,ecografia trans-esofagea,ecocardiografia,C,Area Clinica 2018,radiologia e diagnostica
3217,quale delle seguenti affermazioni è corretta rispetto alla metodica diagnostica denominata colangio- rm:,richiede l'uso del mezzo di contrasto,non necessita di norma dell'uso del mezzo di contrasto,necessita la cateterizzazione delle vie biliari,presenta rischi di radiazioni x,necessita di anestesia generale,B,Area Clinica 2018,radiologia e diagnostica
3236,quale dei seguenti esami dovrebbe essere eseguito in prima istanza in un paziente con ematemesi?,rx apparato digerente con doppio mezzo di contrasto,rx apparato digerente con mezzo di contrasto idrosolubile,rx dell'addome a vuoto,ecografia dell'addome superiore,endoscopia,E,Area Clinica 2018,radiologia e diagnostica
3259,quale delle seguenti è una caratteristica della risonanza magnetica?,e' un esame monoparametrico,e' una tecnica multiplanare,e' economica,necessita di pochi minuti per l'esecuzione,non ha controindicazioni assolute,B,Area Clinica 2018,radiologia e diagnostica
3271,quale dei seguenti essi permette lo studio elettivo dei menischi?,rx standard,ecografia,scintigrafia,rx standard + stratigrafia,risonanza magnetica,E,Area Clinica 2018,radiologia e diagnostica
3286,il broncogramma aereo e':,un segno patognomonico della malattia delle membrane ialine,un reperto normale nella radiografia del torace,un esame per la visualizzazione dell'albero bronchiale fino alle sue diramazioni periferiche,una broncopatia con doppio mezzo di contrasto,il disegno bronchiale nelle bronchiectasie,C,Area Clinica 2018,radiologia e diagnostica
3364,quale tra le seguenti non è una controindicazione assoluta all'esecuzione di un esame rm?,presenza di pacemaker e di apparecchi di monitoraggio e di supporto per pazienti in terapia intensiva,presenza di frammenti ferrometallici a livello corneale,pazienti con clips vascolari postchirugiche non paramagnetiche,presenza di cosmetici con polveri ferromagnetiche,presenza di tatuaggio eseguito da meno di sei mesi,D,Area Clinica 2018,radiologia e diagnostica
